period,accruedExpenses,additionalPaidInCapital,cashDuefromBanks,commonStockTotal,customerLiabilityAcceptances,deferredIncomeTax,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,netLoans,otherAssetsTotal,otherCurrentliabilitiesTotal,otherEarningAssetsTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,preferredStockNonRedeemableNet,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalDebt,totalDeposits,totalEquity,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalShortTermBorrowings,unrealizedGainLoss,dilutedAverageShares,dilutedEPS,interestIncomeBank,loanLossProvision,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,provisionforIncomeTaxes,totalAdjustmentstoNetIncome,totalInterestExpense,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,accountsPayable,accumulatedDepreciationTotal,currentPortofLTDebtCapitalLeases,otherBearingLiabilitiesTotal,propertyPlantEquipmentTotalGross,amortization,accountsReceivableTradeNet,cashEquivalents,cashandShortTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherReceivables,payableAccrued,shortTermInvestments,totalCurrentAssets,totalCurrentLiabilities,totalReceivablesNet,depreciationAmortization,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,deferredPolicyAcquisitionCosts,eSOPDebtGuarantee,insuranceReceivables,policyLiabilities,prepaidExpenses,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,otherRevenueTotal,realizedUnrealizedGainsLosses,totalPremiumsEarned,cash,totalInventory,costofRevenueTotal,fuelExpense,grossProfit,researchDevelopment,treasuryStockCommon,equityInAffiliates,totalPreferredSharesOutstanding,deferredTaxes,minorityInterest
2019-12-31,,,,39915.0,,12459.0,,,26979.0,188432.0,9143.0,,,809.0,,-3695.0,,87.0,,234,102362.0,30.82904,199980.0,4498.0,29989.0,,138669.0,61311.0,199980.0,27272.0,,87.0,4497.71867,0.59052,,,-3374.0,2656.0,6030.0,10341.0,,,,,4311.0,,,-2784.0,702,332,-3346.0,-1269.0,3040.0,3040.0,,-873,-112,-1708.0,0.0,-1687.0,,,1515.0,-765.0,101.HK,HK,,,2717,,,,2279.0,,3306.0,,0.0,0,0.0,8911,,11227.0,12437.0,2279,,,-7362,-17.0,10358.0,,-2.0,4648.0,276,-7088.0,0.0,,,,,,,,,,,,3306.0,5642,1378.0,,3270.0,,,,,,
2019-06-30,,,,39915.0,,8845.0,,,28536.0,180504.0,6052.0,,,599.0,,-2247.0,,93.0,,209,100430.0,30.72277,191916.0,4498.0,31941.0,,138191.0,53725.0,191916.0,28838.0,,93.0,4497.71867,0.78173,,,-254.0,3516.0,3770.0,4468.0,,,,,698.0,,,-9478.0,712,529,864.0,-8696.0,2279.0,2279.0,,-918,57,4391.0,,-5496.0,,,782.0,-2609.0,101.HK,HK,,,3103,,,,2309.0,,4355.0,,0.0,110,0.0,6288,,11110.0,9990.0,2309,,,-1438,126.0,4342.0,,-4.0,4204.0,317,-1125.0,0.0,,,,,,,,,,,,4355.0,4336,987.0,,3217.0,,,,,,
2019-12-31,,,,74033.624,,16186.85,56.395,,157886.155,150327.074,8540.933,,,182054.579,,760.666,2293.675,7324.745,,4019.414,205523.956,25.60626,723895.787,10956.201,190172.732,,280603.692,443292.095,723895.787,158022.422,,285.446,10956.201,3.79861,,,-1129.092,41618.313,42747.405,64951.72,,,,,22204.315,,,,3978.357332,6172.586171000001,-18011.723437,-249.3973689999998,17252.062677,17252.062677,,-16939.860899,222.90133,-1071.8625379999976,,-786.1567990000003,,,-249.3973689999998,,688.HK,HK,44043.326,,32150.31,,,,10027.282,,95447.568,1536.598,0.0,14026.891,15170.690000000002,,,560631.561,258248.215,25197.972,,,-10236.649,2607.52,62344.2,,-2403.303,163650.953,5375.864,-7264.088000000003,,,,,,16930.599,,,,,,,95447.568,409028.531,108570.841,,55080.112,,,,,,
2019-06-30,,,,82798.778475,,15830.421582,59.086102,,172111.869011,136366.739026,9773.355823,,,175458.144097,,-15218.132068,1094.034685,7000.618376,,4337.107573,209319.895782,25.268019,717916.924899,10956.201,199765.602195,,276900.542189,441016.382709,717916.924899,172360.246744,,,10956.201,2.084583,,,-471.546924,22839.162293,23310.709217,35152.435721,,,,,11841.726504,,,,3845.071668,10306.237829,19492.428437,-2349.597631,-7342.525677,-7342.525677,,-888.208101,-115.66133,20380.636538,,9684.643799,,,-2349.597631,,688.HK,HK,39094.824327,,27405.35545,,,,9604.157586,,102592.162806,9245.265721,0.0,9592.334872,19289.952432,,,560908.108101,241958.323875,28894.110018,,,-5084.052046,1626.829698,33525.606022,,-1253.534651,85504.727796,2648.627789,-3688.958909000001,,,,,,14789.056628,,,,,,,102592.162806,405040.443777,55668.080682,,29836.647114,,,,,,
2020-03-31,2250.0,,,,,2871.0,424,,38375.0,195970.0,406.0,,,2462.0,,159711.0,1464,231.0,,1389,,77.40275,207619.0,2057.89839,38375.0,,159711.0,47908.0,207619.0,38375.0,,,2083.66694,-11.45289,,,156.0,-23864.0,-24020.0,-23985.0,,,,,35.0,,,-390,562,,191.0,1875.0,3271.0,3271.0,,-498,-13,6757.0,-3102,5324.0,,,2265.0,-2966,823.HK,HK,80,-156,,,1545,,210.0,1560.0,7877.0,,0.0,497,1021.0,,0,9605.0,4792.0,1231,,,27610,-179.0,-23676.0,-130,280.0,5386.0,529,28419.0,,,,,,,,,,,,,6317.0,,643.0,,4743.0,,,,,,
2019-09-30,2286.0,,,,,3322.0,426,,27934.0,222443.0,562.0,,,2731.0,,189926.0,1451,118.0,,1412,,90.37719,231902.0,2096.76789,31450.0,,189926.0,41976.0,231902.0,27934.0,,,2145.38769,3.14022,,,25.0,6742.0,6717.0,7394.0,,,,,677.0,,,-193,320,,-957.0,-2407.0,3318.0,3318.0,,-225,-95,3370.0,-1138,-141.0,,,-2214.0,-2964,823.HK,HK,174,-189,3516.0,,1601,,112.0,420.0,6253.0,,0.0,137,1001.0,,3700,7503.0,8707.0,1113,,,-3662,-106.0,7532.0,-32,330.0,5332.0,574,-2758.0,,,,,,,,,,,,,2133.0,,558.0,,4774.0,,,,,,
2019-03-31,2108.0,,,,,3191.0,433,,27769.0,218496.0,587.0,,,2357.0,,188739.0,1994,42.0,,138,,89.27327,226937.0,2109.32125,27769.0,,188739.0,38198.0,226937.0,27769.0,,,2111.48643,5.25838,,,-4.0,11103.0,11107.0,11734.0,,,,,627.0,,,-33,388,,-3799.0,2171.0,3109.0,3109.0,,-66,13,-765.0,-209,1494.0,,,2204.0,-2759,823.HK,HK,192,-203,,,341,,111.0,739.0,6789.0,,0.0,106,822.0,,4095,7828.0,4657.0,933,,,-5567,2577.0,9243.0,-86,237.0,5107.0,654,-4676.0,,,,,,,,,,,,,1955.0,,540.0,,4567.0,,,,,,
2019-12-31,,58529.724,,673.829,,19440.37,11.544,424.977,113199.789,198452.207,49898.438,,,298672.811,,16527.189,3008.803,11939.065,,15768.924,107843.39,25.68212,762107.846,7130.93958,136670.62,,183574.132,578533.714,762107.846,115119.328,,,6997.60625,2.27877,,,-3641.174,16087.111,19728.285,38477.753,,,,,18749.468,-141.155,,-4079.272,3916.406,6445.4439999999995,-70.00500000000011,-25272.702,25213.771999999997,25213.771999999997,,1128.4259999999995,319.949,424.85999999999876,6050.537,191.01400000000012,,,-21193.43,-7673.828,1109.HK,HK,70842.672,,21551.292,,,,3384.303,,62538.267,15416.618,0.0,2027.164,51876.887,,866.022,520094.511,391066.775,55261.19,,,-5141.338,1396.209,37184.074,-102.53,-260.379,101886.997,6698.555,1296.8380000000034,,,,,,44057.963,,,,,,,61672.245,356209.927,63406.085,,38480.912,,,,,,
2019-06-30,,52497.187,,655.829,,17037.836,11.544,400.537,130764.517,177122.199,40766.433,,,309921.587,,3814.938,2126.073,8799.601,,15218.257,92251.076,21.46995,727079.389,6930.93958,148002.94,,149219.03,577860.359,727079.389,132681.545,,,6930.93958,1.83616,,,-1748.925,12874.389,14623.314,22516.346,,,,,7893.032,-148.069,,-1241.566,4075.999,12513.379,2187.965,-17610.202,7492.114,7492.114,,-9879.689,165.072,12067.654,,-7765.051,,,-16368.636,,1109.HK,HK,60005.49,,15321.395,,,,3120.379,,61916.224,19802.39,0.0,1678.021,43189.625,,434.993,505724.861,385248.472,46310.004,,,-7351.18,1191.499,21419.085,-94.238,-665.034,45848.952,4116.193,-3900.0210000000006,,,,,,45224.311,,,,,,,61481.231,350596.301,28329.888,,17519.064,,,,,,
2019-12-31,,,,245639.0,,13836.0,6492.0,,73241.0,203127.0,5309.0,,,20947.0,,8229.0,3354,7045.0,,97519,102062.0,94.60956,508057.0,3693.4005,86718.0,,355923.0,152134.0,508057.0,79877.0,,-7.0,3693.4005,3.79217,,,-45.0,14277.0,14322.0,19218.0,,,,,4896.0,-271,,-1244,,,-7573.0,-22880.0,31718.0,31718.0,,-523,-325,-5129.0,,940.0,,,-21636.0,-1921,1113.HK,HK,,,,,,,6754.0,,60304.0,3359.0,6841.0,,1527.0,21970,,190515.0,49758.0,8281,1303,,-1600,-562.0,19780.0,,650.0,55546.0,2635,2988.0,0.0,,,,,,,,,,,,60304.0,121930,32778.0,,22768.0,,,,,,
2019-06-30,,,,245639.0,,11969.0,,,57443.0,209458.0,5811.0,,,35933.0,,8614.0,477,5924.0,,39872,90137.0,93.24253,476572.0,3693.4005,61163.0,,344382.0,132190.0,476572.0,57443.0,,-8.0,3693.4005,4.09595,,,-326.0,15398.0,15724.0,18292.0,,,,,2568.0,-270,,-2302,,,-15174.0,8038.0,10197.0,10197.0,,-1556,23,-8336.0,,3084.0,,,10340.0,-5282,1113.HK,HK,,,,,,,5192.0,,59402.0,3789.0,3720.0,,10129.0,16837,,217529.0,56490.0,15321,889,,-5906,33.0,18259.0,,246.0,26836.0,1817,-2954.0,0.0,,,,,,,,,,,,59402.0,142806,11531.0,,15305.0,,,,,,
2019-12-31,,696.0,,304.0,,2403.0,,,33236.0,266791.0,5250.0,,,14484.0,,116.0,353,669.0,,7928,214751.0,71.20026,284341.0,3036.0,45536.0,,216164.0,68177.0,284341.0,33236.0,,297.0,3036.0,-1.00823,,,21.0,-3061.0,-3082.0,-2149.0,,,,,933.0,,,,,482,2187.0,-7814.0,5176.0,5176.0,,5527,-40,,,-491.0,,,-7814.0,-3340,1997.HK,HK,151,-3291.0,12300,,11219.0,,332.0,2907.0,2907.0,,0.0,,553.0,,,8953.0,26935.0,885,144,,,-8054.0,5989.0,-84,,7545.0,293,437.0,,,,,,22,,,,,,,,5139,1119.0,,6426.0,,,,,,
2019-06-30,,696.0,,304.0,,2322.0,,,37631.0,266486.0,5610.0,,,12777.0,,154.0,331,738.0,,8163,221082.0,73.3531,283669.0,3036.0,39821.0,,222700.0,60969.0,283669.0,37631.0,,464.0,3036.0,2.30204,,,-84.0,6989.0,7073.0,8101.0,,,,,1028.0,,,,,520,-5864.0,-251.0,6847.0,6847.0,,-2676,-9,,,723.0,,,-251.0,-3188,1997.HK,HK,108,,2190,,,,345.0,3398.0,3398.0,,0.0,,605.0,,,8282.0,15075.0,950,146,,,1405.0,6722.0,-26,,8498.0,318,464.0,,,,,,40,,,,,,,,3894,1312.0,,7186.0,,,,,,
2019-12-31,10349.0,30053,,2050.0,,32763.0,,745,253331.0,68318.0,66669.0,,,942289.0,,-412.0,3047,29679.0,,162837,119288.0,6.92122,1907152.0,21845.0,370791.0,,151939.0,1755213.0,1907152.0,253982.0,,960,22108.0,1.06354,,,-14230.0,23915.0,38145.0,59451.0,,,,,21306.0,,,-518,13827,18004,9256.0,18797.0,12858.0,12858.0,,-1733,-248,20779,-322,40663.0,,,19315.0,-9468,2007.HK,HK,329305,,116809,,,,63883.0,248985.0,256918.0,14056,0.0,19810,321610.0,,7933,1631517.0,1398752.0,385493,,,-291,3057.0,56394.0,,-282.0,283902.0,15234,15387.0,-627,,,,,101434,,,,,,,,867862,212121.0,,71781.0,1353,,,,,
2019-06-30,7401.0,28344,,2033.0,,26751.0,,660,217972.0,68918.0,55475.0,,,918387.0,,-555.0,3054,23146.0,,155049,100169.0,6.01108,1746730.0,21660.0,332751.0,,130860.0,1615870.0,1746730.0,218233.0,,869,22050.0,0.71966,,,-7422.0,15635.0,23057.0,39488.0,,,,,16431.0,,,-3584,9502,23037,16001.0,-37888.0,1808.0,1808.0,,796,58,15070,135,-20021.0,,,-34304.0,0,2007.HK,HK,272051,,114518,,,,62949.0,208322.0,223364.0,26778,0.0,14786,311281.0,,15042,1472179.0,1312357.0,374230,,,-143,3222.0,36266.0,,-956.0,202006.0,18669,18590.0,400,,,,,156208,,,,,,,,703591,147150.0,,54856.0,620,,,,,
2019-12-31,,244377,,3856.0,,16819.0,308986,235370,305293.0,296028.0,120268.0,,,73308.0,,-19863.0,56991,34629.0,,119131,248325.0,-17.54585,1210976.0,3856.2405,439356.0,,476695.0,734281.0,1210976.0,380902.0,,,3856.2405,5.57693,,,-3970.0,21506.0,25476.0,28630.0,,,,,3154.0,,,-22025,7591,2521,-4814.0,-25299.0,42623.0,42623.0,,-7428,,5969,0.0,12510.0,,,-3274.0,-3355,1.HK,HK,27539,,58074,,,,20766.0,,137127.0,,380.0,1603,15136.0,,106521,216832.0,159301.0,35902,18755,,,-5464.0,34542.0,-448,25383.0,151401.0,18650,62788.0,,,,,,18353,,,,,,,30606.0,23847,54071.0,,97330.0,,,,,,
2019-06-30,,244377,,3856.0,,18673.0,321996,232551,308398.0,260235.0,126500.0,,,155268.0,,-23959.0,73801,33828.0,,110832,229709.0,-26.07825,1289050.0,3856.2405,432550.0,,453983.0,835067.0,1289050.0,382697.0,,,3856.2405,4.75178,,,-3977.0,18324.0,22301.0,25167.0,,,,,2866.0,,,-14268,7428,3302,-28906.0,-12120.0,26647.0,26647.0,,-14136,,-5900,,-14379.0,,,2148.0,-8870,1.HK,HK,28275,,49468,,,,21017.0,,123280.0,,385.0,122516,18583.0,,101209,329608.0,233396.0,39600,19374,,,184.0,24632.0,351,32418.0,147620.0,19308,71100.0,,,,,,20596,,,,,,,22071.0,23616,51888.0,,95732.0,,,,,,
2019-12-31,,,,1294.0,,11014.0,6604,6248,56464.0,327462.0,56142.0,,,1905.0,,-557.0,2346,1148.0,,42579,270330.0,173.48393,441397.0,1501.58,73408.0,,273352.0,168045.0,441397.0,60981.0,,2285,1501.58,1.41601,,,-970.0,1068.0,2027.0,3145.0,,,,,1118.0,,,-2255,1352,404,-4155.0,26.0,7624.0,7624.0,,-189,-107,-1939,0,3388.0,,,2281.0,-2027,19.HK,HK,,,12317,,,,5375.0,21345,21345.0,16903,110.0,46,2722.0,23230,,40453.0,37562.0,8097,,,113,295.0,2926.0,-76,-8.0,42782.0,10814,12578.0,1659,,,,,1822,,,,,,,,9143,27278.0,,15504.0,,,,,,
2019-06-30,,,,1294.0,,10559.0,7050,6346,57592.0,326685.0,55591.0,,,950.0,,259.0,2506,679.0,,44763,270609.0,173.85554,442061.0,1501.58,75136.0,,274454.0,167607.0,442061.0,62508.0,,2292,1501.58,4.66806,,,-1861.0,7939.0,9800.0,11439.0,,,,,1639.0,,,-2263,1251,993,-6397.0,12343.0,2917.0,2917.0,,-886,-31,-2582,-226,8832.0,,,14606.0,-2703,19.HK,HK,,,12519,,,,6557.0,20967,20967.0,14803,109.0,1545,2538.0,22865,,41735.0,36443.0,9095,,,-3831,644.0,10866.0,-71,53.0,42870.0,10314,5451.0,-1085,,,,,2579,,,,,,,,7549,26553.0,,16317.0,,,,,,
2019-12-31,2327.154,,,22433.668,,201.218,,554.524,8.931,37736.256,567.486,,,13640.675,,,352.907,26.65,,37734.868,51153.725,16.85185,95696.172,4333.82001,1000.115,,73587.393,22108.779,95696.172,319.578,,,4347.64991,1.48103,,,-44.638,6361.793,6406.431,6491.067,,,,,84.636,,,,,,-8001.557999999999,-7641.597000000001,11096.053,11096.053,,-8001.557999999999,15.947000000000001,,,-4531.155000000001,,,-7641.597000000001,,27.HK,HK,4019.224,,67.248,,,,630.146,,16991.532,127.423,613.289,,1603.3460000000002,,2345.444,19516.451,20667.59,2233.492,1792.963,,-587.466,222.225,6273.762,-4.92,2677.564,25682.52,,3961.309000000001,78.248,,,,,113.593,,,,,,,14646.088,177.834,15447.449,,10235.071,,,,,,
2019-06-30,2259.979,,,22303.468,,197.359,,639.835,18.189,38656.303,570.847,,,9329.477,,,395.981,181.281,,36455.962,46175.1,15.65953,92401.985,4332.10627,6956.501,,68478.568,23923.417,92401.985,324.638,,,4345.73133,1.54663,,,-41.672,6679.752,6721.424,6792.752,,,,,71.328,,,,,,-4083.476,-7243.058,8346.216,8346.216,,-4083.476,-18.478,,,-2998.796,,,-7243.058,,27.HK,HK,4213.273,,57.348,,,,519.543,28.177,14112.641,,6574.515,,1446.819,,2901.11,16468.604,22434.592,1966.362,1663.633,,-598.512,188.994,6607.228,-3.47,2397.201,26219.471,,3504.2469999999994,41.925,,,,,208.984,,,,,,,11183.354,180.617,16107.996,,10111.475,,,,,,
2019-12-31,1990.0,,,58804.0,,13729.0,77,31261,46579.0,102457.0,192.0,,198.0,21871.0,,-911.0,408,2082.0,,114654,124777.0,25.21424,289214.0,6157.94891,49950.0,,186606.0,102608.0,289214.0,46579.0,,3936.0,6157.60599,1.04359,,,-62.0,6426.0,6488.0,7263.0,,,,,775.0,,,-5982,515,109,-4671.0,-2573.0,7000.0,243.0,,-327,-68,2282,23,-312.0,6940,-183,3409.0,-6649.0,66.HK,HK,14468,,,,,,11169.0,,21186.0,,3371.0,,3041.0,,,,,14210,2645,,,-781.0,8012.0,32.0,-1487.0,26232.0,986,2144.0,,,,,,,,,,,,,21186,3089,16076.0,,10156.0,,,,,,
2019-06-30,3497.0,,,58054.0,,13015.0,56,30848,44676.0,95192.0,230.0,,98.0,23459.0,,-741.0,408,2145.0,,117273,119103.0,24.32276,282716.0,6141.98459,47672.0,,180294.0,102422.0,282716.0,44676.0,,3878.0,6143.44341,0.89624,,,-98.0,5506.0,5604.0,6751.0,,,,,1147.0,,,-3349,539,522,-4457.0,-5739.0,10043.0,-387.0,,-482,-54,-3960,-15,-207.0,8411,2019,-2390.0,,66.HK,HK,14141,,,,,,10289.0,,21617.0,,2996.0,,2418.0,,,,,12707,2592,,,1512.0,5201.0,38.0,2260.0,28272.0,479,5331.0,,,,,,,,,,,,,21617,2780,17740.0,,10532.0,,,,,,
2020-03-31,2371.083,462.13,,1866.355,,214.378,,13.027,8293.566,85.13,81.532,,,1718.379,,-643.274,74.281,287.536,,7833.269,13575.913,1.22911,29824.99,12415.18414,8999.563,,15272.682,14552.308,29824.99,8360.6,,11.558,12415.833,0.16407,,,2.908,2034.302,2031.394,2859.422,,,,,828.028,,,-160.73100000000002,146.186,1019.7829999999999,-2079.3210000000004,-159.66900000000004,2910.826,2910.826,,0.0040000000000048885,-51.141,-1479.7620000000002,-42.42500000000001,620.695,,,1.0619999999999998,-557.1379999999999,151.HK,HK,1093.092,,638.963,,,,846.744,17256.927,17256.927,,0.0,,0.0,,,21606.028,5821.517,846.744,,,-27.586,107.255,2752.167,,-244.351,10790.46,2620.889,2352.8189999999995,3.867,,,,,756.19,,,,,,,,2746.167,5685.474,,5104.986,,,,,,
2019-09-30,2053.106,462.13,,1867.41,,236.074,,13.461,8697.704,93.658,84.887,,,1356.972,,-610.631,77.243,288.573,,8129.388,12135.349,1.11564,29353.781,12422.63714,10455.277,,13872.622,15481.159,29353.781,8772.559,,18.364,12428.837,0.13019,,,10.064,1614.913,1604.849,2189.367,,,,,584.518,,,-135.417,148.638,716.787,-2410.939,-132.2,1934.506,1934.506,,-53.523,84.437,328.305,-142.357,-524.196,,,3.217,-2543.364,151.HK,HK,1217.6,,1682.718,,,,939.089,16636.232,16636.232,,0.0,,0.0,,,20828.701,6310.396,939.089,,,-8.27,135.6,2053.767,,-155.325,9304.071,2655.589,2496.2790000000005,4.285,,,,,676.79,,,,,,,,2576.59,4754.025,,4550.046,,,,,,
2019-03-31,2061.082,462.13,,1871.067,,267.528,,14.199,7773.478,95.488,97.537,,,1458.671,,-244.723,75.037,1208.099,,7331.25,13254.493,1.23285,29874.405,12449.28714,9517.36,,15362.29,14512.115,29874.405,7773.478,,19.323,12449.287,0.16545,,,5.083,2112.186,2107.103,2925.263,,,,,818.16,,,-193.915,148.967,636.983,-179.592,557.009,3293.6539999999995,3293.6539999999995,,1.2649999999999988,-13.424999999999983,272.7649999999999,0.0,3657.646,,,750.924,-453.62199999999984,151.HK,HK,1034.9,,1743.882,,,,1034.97,17160.428,17160.428,,0.0,,0.0,,,21225.369,6298.535,1034.97,,,6.875,111.132,2814.131,,-233.413,11463.902,2768.51,2469.098000000001,-72.874,,,,,642.224,,,,,,,,2387.747,6180.673,,5283.229,,,,,,
2019-12-31,4918.947,7591.592,,167.733,,301.119,42.806,17597.628,4149.195,8837.463,488.84,,,9812.281,,3430.742,,4096.451,,27070.318,43245.559,4.01388,107927.578,9166.99754,4212.784,,54435.626,53491.952,107927.578,4175.561,,,9231.79834,0.43922,,,-34.147,4180.163,4214.31,4871.68,,,,,657.37,,,-3001.830999999999,65.641,567.482,1400.04,-3513.2729999999992,7383.536,1129.026,,3349.016,14.733,660.607,196.17699999999996,5285.036,4871.68,1382.83,-511.442,-2805.76,175.HK,HK,33757.981,,37.223,,,,2284.416,,19281.216,268.899,0.0,1768.613,21581.747,,,50014.013,48526.432,23866.163,,183.067,-67.554,374.689,4313.924,,-543.86,49842.631,4745.655,4133.605000000003,-0.636,,,,,0,,,,,,,19281.216,5098.021,41395.102,,8447.529,,,,,,
2019-06-30,4501.503,7314.852,,166.756,,270.229,26.414,16188.409,2046.309,8270.973,452.019,,,8465.075,,-90.102,,4186.833,,23148.155,39144.827,3.32782,91536.361,9111.52354,3477.122,,46536.333,45000.028,91536.361,2081.218,,,9128.45017,0.44082,,,-37.573,4009.475,4047.048,4764.588,,,,,717.54,,,-4476.904,57.896,1381.94,363.32,-7277.831,5154.168,-1101.521,,-73.59,19.327,-6.366,443.276,-1741.016,4764.588,1491.101,-2800.927,,175.HK,HK,27834.08,,22.784,,,,1500.611,,13996.18,262.661,1373.12,1417.328,18602.793999999998,,,39452.916,42196.562,20103.405,,,,397.332,4367.256,,-612.616,47558.617,4714.459,4101.843000000001,,,,,,0,,,,,,,13996.18,3936.003,39089.518,,8469.099,,,,,,
2019-12-31,23542,,676154.5,381710.0,,9963.0,21203,11977,1243532.0,164308.0,302965.0,4355251.0,210512.0,19987.0,2489467.35,-41729.0,99958,87548.0,,186569,246999.0,19.19357,8289924.0,29090.26263,1388733.0,5710621.0,591526.0,7698398.0,8289924.0,1260967.0,127766.0,4546,29183.51351,0.81202,160207.0,48845.0,-10633.0,20385.0,31018.0,38821.0,31482.0,80327.0,-220763.0,228102.0,7803.0,0,79880.0,-12623,18434,8623,75308.0,-77969.0,148312.0,84063.0,11418,19554,-9088,61082,,136563.0,38821,14010,-65346.0,-5328,267.HK,HK,142629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,19546,,553053.8999999999,381710.0,,9190.0,22859,13971,1210400.0,158993.0,258085.0,4250561.0,277007.0,20468.0,2388251.17,-31995.0,72970,53841.0,,216744,230288.0,18.69674,8006388.0,29090.26263,1288265.0,5603636.0,580723.0,7425665.0,8006388.0,1238111.0,50154.0,720,29090.0,1.1489,147706.0,39877.0,-13652.0,33518.0,47170.0,57194.0,27584.0,67461.0,-193951.0,223561.0,10024.0,0,80245.0,-7003,18609,14989,8772.0,-218542.0,11770.0,-67287.0,10388,-19168,1667,35411,,-196333.0,57194,11475,-211539.0,-7471,267.HK,HK,153505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
