period,accruedExpenses,additionalPaidInCapital,cashDuefromBanks,commonStockTotal,customerLiabilityAcceptances,deferredIncomeTax,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,netLoans,otherAssetsTotal,otherCurrentliabilitiesTotal,otherEarningAssetsTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,preferredStockNonRedeemableNet,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalDebt,totalDeposits,totalEquity,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalShortTermBorrowings,unrealizedGainLoss,dilutedAverageShares,dilutedEPS,interestIncomeBank,loanLossProvision,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,provisionforIncomeTaxes,totalAdjustmentstoNetIncome,totalInterestExpense,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,accountsPayable,accumulatedDepreciationTotal,currentPortofLTDebtCapitalLeases,otherBearingLiabilitiesTotal,propertyPlantEquipmentTotalGross,amortization,accountsReceivableTradeNet,cashEquivalents,cashandShortTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherReceivables,payableAccrued,shortTermInvestments,totalCurrentAssets,totalCurrentLiabilities,totalReceivablesNet,depreciationAmortization,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,deferredPolicyAcquisitionCosts,eSOPDebtGuarantee,insuranceReceivables,policyLiabilities,prepaidExpenses,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,otherRevenueTotal,realizedUnrealizedGainsLosses,totalPremiumsEarned,cash,totalInventory,costofRevenueTotal,fuelExpense,grossProfit,researchDevelopment,treasuryStockCommon,equityInAffiliates,totalPreferredSharesOutstanding,deferredTaxes,minorityInterest
2019-12-31,1686,2982,,1.0,,660.0,1955,1712,2187.0,357.0,768.0,,,96.0,,-222.0,757,308.0,,6189,5923.0,0.34081,17282.0,14720.75,3557.0,,8684.0,8598.0,17282.0,2544.0,,,14800.34,0.06401,,,-129.0,896.0,1025.0,1236.0,,,,,211.0,,,-431,,,-592.0,-256.0,1064.0,1064.0,,221,-5,-441,3,211.0,,,175.0,-375.0,288.HK,HK,1074,,1013,,,,1038.0,,999.0,54,0.0,41,9.0,,447,6707.0,3869.0,1047,5,,,-65.0,1301.0,,-59.0,12976.0,1467,1469.0,56,,,,,508,,,,,,,552,4112,10206.0,,2770.0,,,,,,
2019-06-30,1388,2974,,1.0,,712.0,1961,1723,2192.0,286.0,703.0,,,31.0,,-183.0,694,253.0,,6134,5495.0,0.31365,16453.0,14675.48411,3889.0,,8287.0,8166.0,16453.0,2473.0,,,14782.1,0.04927,,,-101.0,569.0,670.0,816.0,,,,,146.0,,,-272,,,-1.0,-540.0,399.0,399.0,,-357,-1,328,28,-143.0,,,-268.0,,288.HK,HK,749,,1399,,,,1003.0,,790.0,43,17.0,33,45.0,,432,6053.0,3584.0,1048,4,,,-64.0,880.0,,10.0,11127.0,1394,1582.0,174,,,,,454,,,,,,,358,3728,8665.0,,2462.0,,,,,,
2019-12-31,,,,662.379,,13.454,580.866,666.705,754.628,17.968,-0.334,,,1243.993,,-169.603,143.461,74.947,,1333.703,2933.696,1.17326,7698.051,1830.00694,1725.376,,3394.645,4303.406,7698.051,929.118,,,1832.67373,0.18001,,,-0.037,329.896,329.933,354.536,,,,,24.603,,,-286.85599999999994,27.157,13.582,-322.684,-262.751,795.979,243.31600000000003,111.96300000000001,-249.07399999999998,-4.287000000000001,30.07299999999998,2.29,206.25699999999998,354.53599999999994,28.474000000000004,24.105000000000004,-105.973,669.HK,HK,1177.456,,796.258,,,57.69,1182.937,,1436.418,,0.0,194.141,97.43500000000017,,24.597,5023.862,3217.707,1280.372,,,-22.398,-27.065,381.601,,-6.17,3938.474,1015.671,1108.3070000000002,,,-31.827,,,,,,,,,,1411.821,2112.931,2448.566,,1489.908,121.204,,,,,
2019-06-30,,,,659.545,,14.607,581.096,641.086,663.377,18.386,-0.371,,,1290.454,,-149.357,125.864,86.17,,1201.844,2702.569,1.07151,7296.025,1828.02694,1648.405,,3180.931,4115.094,7296.025,830.044,,,1832.37241,0.15554,,,-0.059,285.004,285.063,306.75,,,,,21.687,,,-328.723,25.166,20.981,485.449,-305.735,-71.706,-585.229,100.419,14.803,-6.324,597.263,-8.996,101.684,306.75,50.943,22.988,-117.621,669.HK,HK,1036.135,,818.361,,,55.411,1346.679,,1231.326,,0.0,160.939,67.36500000000001,,25.762,4767.443,3144.95,1414.044,,,-17.817,-25.139,331.889,,-4.372,3728.247,984.456,1070.8590000000004,,,-31.826,,,,,,,,,,1205.564,1961.134,2325.499,,1402.748,108.592,,,,,
2020-03-31,,38687,,,,13512.0,,127718,208765.0,483946.0,55719.0,,,144300.0,,,17457,58878.0,,63605,419137.0,34.55458,1014945.0,9553.17724,237957.0,,457824.0,557121.0,1014945.0,217039.0,,,9604.0,2.64079,,,-507.0,28896.0,29403.0,35295.0,,,,,5892.0,,,-6151,,,-761.0,-52253.0,54661.0,54661.0,,-761,632,,,2279.0,,,-46102.0,,700.HK,HK,88176,,6245,,,,42869.0,69645,200298.0,,14673.0,2174,0.0,,65028,280798.0,253394.0,42869,,,-3669,-1965.0,37260.0,,2130.0,108065.0,21207,15534.0,-4134,,,,,34856,,,,,,,65625,601,55271.0,,52794.0,,,,,,
2019-12-31,28059.0,35271,,,,12841.0,,128860,187584.0,452292.0,56118.0,,,84942.0,,,16153,57260.0,,61606,397435.0,31.80762,953986.0,9552.61529,232520.0,,432706.0,521280.0,953986.0,196012.0,,,9669.0,2.15848,,,-790.0,21582.0,22372.0,24509.0,,,,,2137.0,,,-41488,7047.0,17228.0,-2535.0,-59788.0,50604.0,50604.0,,-12601,-897,20561.0,-2180.0,-12616.0,,,-18300.0,-8315.0,700.HK,HK,80690,,19480,,,,35839.0,72084,187391.0,,17028.0,16783,4884.0,9957.0,54400,253968.0,240156.0,40723,,,-4107,-4095.0,28604.0,,-1099.0,105767.0,22714,17504.0,-4,,,,,8353,,,,,,,60907,718,59659.0,,46108.0,,,,,,
2019-09-30,,32811,,,,9461.0,,54422,174487.0,430074.0,37555.0,,,104531.0,,,10679,55135.0,,56626,371237.0,36.59137,856222.0,9553.07292,218802.0,,403982.0,452240.0,856222.0,183021.0,,,9582.0,2.10632,,,-594.0,20382.0,20976.0,24314.0,,,,,3338.0,,,7662,,,-3045.0,-20082.0,44182.0,44182.0,,7135,1714,,,22769.0,,,-27744.0,,700.HK,HK,71212,,19476,,,,32069.0,92278,201328.0,,16305.0,2046,0.0,,55721,259965.0,211524.0,32069,,,-1798,-1513.0,25827.0,,-577.0,97236.0,19258,16652.0,-231,,,,,24110,,,,,,,53329,412,54757.0,,42479.0,,-66.0,,,,
2019-06-30,19962.0,31667,,,,10547.0,,56256,164134.0,413486.0,34576.0,,,65139.0,,,10541,50554.0,,53291,354789.0,34.68134,816864.0,9520.97051,211632.0,,386456.0,430408.0,816864.0,172796.0,,,9577.0,2.45454,,,-548.0,24136.0,24684.0,27909.0,,,,,3225.0,,,-18656,3060.0,10182.0,1672.0,-14924.0,25005.0,25005.0,,-8508,1393,18974.0,-479.0,13146.0,,,3732.0,-8315.0,700.HK,HK,67764,,22039,,,,32199.0,69594,185248.0,,16797.0,12885,3459.0,10247.0,62410,243277.0,201948.0,35658,,,-4052,388.0,27521.0,,-927.0,88821.0,17295,11605.0,-711,,,,,9174,,,,,,,53244,312,49695.0,,39126.0,,,,,,
2019-12-31,23836,,,254056,,87.0,2771,11324,6865.0,45107.0,708.0,,,83043.0,,,8067,8633.0,,410474,73947.0,9.99908,562499.0,30598.0,54186.0,,320047.0,242452.0,562499.0,28400.0,,-7956,30598.0,0.04925,,,-23.0,1507.0,1530.0,1828.0,,,,,298.0,,,-36769,2521.0,12,-11905.0,-31998.0,51323.0,51323.0,,9539,21,-21444,,7441.0,,,4771.0,0,762.HK,HK,72525,-619263,11227,,1029737,,18541.0,,38863.0,595,14559.0,5165,16662.0,,3918,83595.0,205190.0,35203,20576,,,315.0,637.0,876,18101.0,73395.0,12319,50996.0,,,,,,2005,,,,,,,34945,2359,21762.0,,51633.0,,,,,,
2019-06-30,27577,,,254056,,112.0,2771,11009,6019.0,44237.0,647.0,,,80613.0,,,7620,9538.0,,415687,69425.0,9.87842,565127.0,30598.0,61263.0,,316040.0,249087.0,565127.0,29542.0,,-7441,30598.0,0.10465,,,-6.0,3202.0,3208.0,3936.0,,,,,728.0,,,-23773,,292,-17860.0,-27055.0,42355.0,42355.0,,-9146,4,-4614,,-2556.0,,,-3282.0,-4100,762.HK,HK,71255,-631341,21101,,1047028,,22684.0,,31329.0,609,10620.0,4958,18345.0,,3825,81276.0,211166.0,41029,21298,,,292.0,3199.0,445,14807.0,71807.0,13607,49712.0,,,,,,1682,,,,,,,27504,2278,18896.0,,52911.0,,,,,,
2019-12-31,,,,43081,,3602.0,,16306,136152.0,50034.0,,,,37088.0,,-1152,71440,35713.0,,449733,406258.0,9.67314,757731.0,44647.45598,157229.0,,448187.0,309544.0,757731.0,143214.0,,,44648.6891,0.72748,,,,30792.0,30792.0,41607.0,,,,,10815.0,,,,,,-34377.0,-14094.0,65530.0,65530.0,,-34377,331,,,17390.0,,,-14094.0,,883.HK,HK,,,12110,,,,24794.0,33679,165047.0,,1905.0,9790,0.0,40146,131368,205945.0,91249.0,24794,31307,,,122.0,40885.0,600,2664.0,124319.0,9546,51903.0,2282,,,,,,,,,,,,,6314,31531.0,,92788.0,6104,,,,,39.0
2019-06-30,,,,43081,,3166.0,,15706,122666.0,27749.0,,,,43227.0,,-3486,56736,33549.0,,419662,391271.0,9.29863,720539.0,44647.45598,148920.0,,430866.0,289673.0,720539.0,128533.0,,,44653.53239,0.67461,,,,30253.0,30253.0,44042.0,,,,,13789.0,,,,,,-3314.0,-53363.0,57991.0,57991.0,,-3314,-20,,,1294.0,,,-53363.0,,883.HK,HK,,,15584,,,,23541.0,15726,183491.0,,4803.0,10079,0.0,37624,167765,223873.0,101238.0,23541,26392,,,501.0,43310.0,231,2318.0,108880.0,7672,42432.0,-188,,,,,,,,,,,,,6762,23138.0,,85742.0,6238,,,,,
2019-12-31,182368,,,402130,,1388.0,35343,3475,,155741.0,3516.0,,,89317.0,,1717,6861,87697.0,,817118,699926.0,52.01123,1629240.0,20475.4829,74303.0,,1103773.0,525467.0,1629240.0,51635.0,,,20475.4829,2.51728,,,-94.0,50578.0,50672.0,68863.0,,,,,18191.0,,,-117165,,,-27230.0,10429.0,121409.0,121409.0,,-27230,134,,,104742.0,,,127594.0,,941.HK,HK,167714,,22668,,,,37697.0,,420991.0,,0.0,371,36761.0,,245058,529866.0,462067.0,74458,91426,,,12653.0,53394.0,2816,98015.0,356490.0,78594,270149.0,2114,,,,,26708,,,,,,,175933,7338,32947.0,,323543.0,,,,,,
2019-06-30,241394,,,402130,,976.0,35343,2121,,148999.0,3460.0,,,69694.0,,1165,5067,81960.0,,821094,676847.0,50.92324,1648129.0,20475.4829,80151.0,,1080142.0,567987.0,1648129.0,56723.0,,,20475.4829,2.77426,,,-56.0,56063.0,56119.0,73270.0,,,,,17151.0,,,-85200,,,-37671.0,-74635.0,126182.0,126182.0,,-37671,13,,,13889.0,,,10565.0,,941.HK,HK,167245,,23428,,,,46071.0,,425061.0,,0.0,35,51663.0,,353870,558612.0,501761.0,97734,91392,,,10176.0,59755.0,3339,115073.0,389427.0,82621,290054.0,968,,,,,26029,,,,,,,71191,9753,39618.0,,349809.0,,,,,,
2019-12-31,629.034,,,125.654,,171.467,,724.62,1246.992,2757.985,278.937,,,443.736,,,,333.504,,9354.236,17747.287,14.41426,43238.775,1189.67742,21618.766,,17872.941,25365.834,43238.775,1251.357,,,1189.678,1.72308,,,-4.925,2029.941,2034.866,2713.871,,,,,679.005,,,-623.8489999999999,540.5450000000001,465.437,-4411.9529999999995,-2154.551,2606.1180000000004,2606.1180000000004,,-548.4559999999999,51.477,-2673.826,0.006000000000000227,-3908.909,,,-1530.7020000000002,-1189.677,1044.HK,HK,2223.894,,19965.99,,,,3645.224,9120.176,20540.27,,401.419,20.067,2060.3729999999996,,11420.094,30068.43,23664.073,5705.597,,,,-298.483,3022.142,-9.788,-830.508,11716.239,2478.456,1647.9479999999994,,,,,,,,,,,,,,3802.496,7046.149,,4670.09,,,,,,
2019-06-30,590.576,,,125.654,,130.846,,675.071,4241.499,4625.992,272.92,,,589.373,,,,395.688,,9319.585,16874.152,13.72198,45329.436,1189.67742,24093.999,,16999.806,28329.63,45329.436,4243.261,,,1189.716,1.58235,,,-4.455,1877.782,1882.237,2333.016,,,,,450.779,,,-274.291,267.498,723.282,-2126.63,3267.951,809.74,809.74,,-273.896,9.725,-209.845,-215.276,1960.786,,,3542.242,-1427.613,1044.HK,HK,2651.916,,16166.83,,,,3164.809,13029.085,20330.636,,3683.908,9.533,2122.6219999999994,,7301.551,30313.1,23682.603,5287.431,,,,-316.516,2658.154,-8.622,-655.781,10776.606,2016.494,1360.7130000000006,,,,,,,,,,,,,,4685.5,6757.739,,4018.867,,,,,,
2019-12-31,244.848,46.794,,10899.412,,304.427,188.964,1135.662,0.0,1485.706,1056.442,,,4467.671,,-26.906,168.656,378.223,,9282.378,7399.274,2.28995,26318.322,7483.60608,503.672,,18461.723,7856.599,26318.322,90.3,,237.134,7474.4711,0.13509,,,16.402,902.939,886.537,1099.036,,,,,212.499,,,-802.0140000000001,,,-450.4939999999999,-1648.4350000000002,2185.389,2185.389,,-373.25700000000006,0.30100000000000016,-70.178,0.0,86.76099999999997,,,-846.421,-7.058999999999969,1093.HK,HK,1110.883,,97.235,,,,2399.027,,5956.931,150.432,316.137,753.545,2051.7110000000002,,1838.695,13696.957,6236.774,4450.738,,,,21.641,1077.395,,-89.285,5342.418,2419.146,2945.9700000000003,117.235,,6.721,,,,,,,,,,4118.236,2535.743,1319.053,,4023.365,498.874,-100.706,,,,
2019-06-30,208.907,46.794,,10899.412,,339.519,188.964,1076.718,,1105.56,1040.879,,,3511.02,,-7.53,202.327,336.671,,8569.741,5570.506,2.03217,24321.206,7483.60608,781.995,,16473.616,7847.59,24321.206,126.637,,61.942,7477.51983,0.12449,,,-14.653,926.453,941.106,1179.939,,,,,238.833,,,-1320.658,,,-1095.045,-808.758,1598.511,1598.511,,-1217.538,1.154,-41.975,1122.794,-304.138,,,511.9,-958.326,1093.HK,HK,1762.943,,135.245,,,,2750.967,,5391.755,,520.113,454.873,1975.5880000000002,,1360.28,13043.552,6138.228,4726.555,,,-9.079,-3.802,1183.741,,-54.968,5684.766,2370.768,2787.4049999999997,,,3.198,,,,,,,,,,4031.475,2470.369,1713.62,,3971.146,480.684,-100.706,,,,
2019-12-31,,12944.429,,278.451,,1484.934,13896.976,7703.642,7884.802,2582.922,9172.91,,,5623.752,,-324.445,480.652,995.41,,8207.206,18283.516,0.5037,58299.251,18882.33085,8615.9,,31111.658,27187.593,58299.251,7926.072,,342.544,18591.57951,0.0257,,,-590.405,451.277,1041.682,1098.871,,,,,57.189,,,,,,4037.478,-1614.1660000000002,1817.2220000000002,1817.2220000000002,,4037.478,62.092,,,4302.625999999999,,,-1614.1660000000002,,1177.HK,HK,1809.445,,689.828,,,,2712.209,6291.029,13487.45,,0.0,,151.5880000000002,,2856.24,24913.095,8123.025,2863.797,,,-203.081,7.063,1091.808,,-85.829,4913.26,2595.843,2666.369,15.06,,,,,6903.251,,,,,,,4340.181,1658.597,1155.083,,3758.177,344.376,-412.837,,,,
2019-06-30,,12944.137,,278.452,,1635.124,13896.976,8045.862,2393.41,1568.379,8887.251,,,6938.403,,-394.591,417.888,1924.134,,6170.665,17236.365,0.42268,53471.187,18882.33085,3267.153,,29924.114,23547.073,53471.187,2464.06,,287.199,18882.33336,0.03116,,,-568.824,587.647,1156.471,1393.913,,,,,237.442,,,,,,-1236.641,-2210.178,3507.412,3507.412,,-1236.641,32.962,,,93.555,,,-2210.178,,1177.HK,HK,2401.254,,803.093,,,,3523.36,2063.897,10079.769,,0.0,,0.0,,3751.185,21865.171,10142.75,3523.36,,,-91.406,-46.512,1440.425,,-36.693,6319.283,3006.813,3639.652,0.0,,,,,6742.39,,,,,,,4264.687,1519.652,1239.206,,5080.077,760.938,-427.448,,,,
2019-12-31,,1491,,81,,45.0,,48,5535,587.0,,,,5.0,,-12,48,34.0,,8361,2789.0,0.54374,12100.0,8088.35222,5682.0,,4446.0,7654.0,12100.0,5663.0,,,8091.78,0.12896,,,,966.0,966.0,972.0,,,,,6.0,,,-519,134,,-134.0,-514.0,1326.0,1326.0,,-134,8,-5,5,686.0,,,5.0,0,1928.HK,HK,1874,,19,,,,400.0,,2471.0,23,0.0,50,56.0,,1886,3047.0,1898.0,456,342,,-23,-102.0,1088.0,-14,168.0,4340.0,130,695.0,78,,97,,,54,,,,,,,585,16,2557.0,,1783.0,,,,,,
2019-06-30,,1457,,81,,42.0,,46,5552,610.0,,,,2.0,,-28,27,82.0,,8103,1821.0,0.42168,11092.0,8086.69559,5700.0,,3456.0,7636.0,11092.0,5682.0,,,8088.632,0.13215,,,,1067.0,1067.0,1061.0,,,,,-6.0,,,-219,140,,-2178.0,-201.0,1486.0,1486.0,,-142,2,-8,23,-891.0,,,18.0,-2051,1928.HK,HK,1865,0.0,18,,0.0,,417.0,1785.0,1785.0,21,0.0,14,0.0,,0,2230.0,1885.0,417,364,,-12,-112.0,1187.0,-14,163.0,4468.0,116,634.0,3,,92,,,0,,,,,,,0,14,2647.0,,1821.0,,,,,,
2019-12-31,,0.0,,98.135,,65.392,164.35,433.884,6535.08,364.4,9.799,,,263.794,,42.981,224.75,0.0,,18437.152,19109.323,15.51755,34207.292,1208.5,8818.248,,19351.193,14856.099,34207.292,6845.412,,100.754,1207.94489,0.62682,,,0.001,757.167,757.166,844.577,,,,,87.411,,,-1556.4340000000002,120.789,,1706.9669999999999,-2175.775,2058.512,2058.512,,-110.401,51.227,2254.0229999999997,0.0,1640.931,,,-619.341,-436.6550000000002,2018.HK,HK,,,1972.836,,,,5576.036,,5511.974,,0.0,11.1,44.340000000000146,5474.116,0.0,14807.506,7710.746,5620.376,,,0.0,-59.198,903.775,,-102.317,5304.572,284.835,635.6439999999998,0.0,,,,,,,,,,,,5511.974,3664.056,3765.153,,1539.419,453.126,0.0,,,,
2019-06-30,,,,98.135,,69.356,164.35,345.818,3693.196,203.406,,,,245.401,,,191.461,0.0,,17490.494,18187.086,14.70836,28931.588,1208.5,6079.141,,18285.221,10646.367,28931.588,3719.071,,,1210.748,0.27913,,,,337.954,337.954,393.892,,,,,55.938,,,-1365.187,112.091,,-1451.964,-1218.81,1784.98,1784.98,,-123.546,0.268,43.302,-277.456,-885.526,,,146.377,-1094.264,2018.HK,HK,,,2360.07,,,,4311.345,,3235.884,,0.0,11.1,25.25799999999981,4061.008,30.978,10727.52,6666.479,4336.603,,,-12.706,-24.08,417.972,,-51.587,3814.57,181.917,536.8919999999998,0.0,,,,,,,,,,,,3204.906,3143.933,2859.706,,954.864,419.268,,,,,
2019-12-31,810.223,297.183,,151.2,,179.185,,101.381,776.414,18.181,18.877,,,674.865,,491.192,,113.904,,11127.154,24232.875,16.67822,31854.858,1503.2224,4118.314,,25172.45,6682.408,31854.858,899.628,,,1503.2224,1.78624,,,57.209,2679.179,2621.97,2957.843,,,,,335.873,,,-1318.85,54.961,132.76799999999992,247.88400000000001,-2475.8779999999997,3345.7839999999997,-24.465000000000032,512.1969999999999,,4.651,1460.1100000000001,,1122.441,2957.8430000000003,-106.272,-1157.028,-1212.226,2313.HK,HK,880.944,,26.522,,,6.481,3648.81,5060.896,11024.959,,3192.164,0,232.08300000000008,,5964.063,20494.238,5584.718,3880.893,,,-181.015,-49.91,3007.753,,-40.698,12385.579,908.405,693.3889999999992,6.697,,,,,305.981,,,,,,,,5282.405,8684.437,,3701.142,,,,,,
2019-06-30,424.868,1514.523,,151.2,,144.709,,99.328,103.121,15.181,76.081,,,400.528,,339.869,,13.314,,10000.053,21548.555,15.60303,28294.872,1503.2224,2692.586,,23554.147,4740.725,28294.872,251.925,,,1503.2224,1.60867,,,79.461,2416.027,2336.566,2613.9,,,,,277.334,,,-1436.996,32.86,588.71,-1236.04,-676.429,2258.576,-769.995,505.757,,26.432,-45.515,,372.539,2613.9,-97.3,760.567,-1190.525,2313.HK,HK,1001.953,,41.913,,,6.214,3049.06,3938.455,8123.204,,2398.748,500,306.529,,4184.749,18166.996,4268.01,3355.589,,,-163.525,-33.452,2647.352,,-338.394,10279.693,1027.033,527.527,2.413,,,,,527.464,,,,,,,,5660.739,7104.814,,3174.879,,,,,,
2019-12-31,1512.926,9501.02,,358.257,,1941.902,4718.657,7583.415,9310.149,12411.65,4215.053,,,9644.104,,-611.809,1879.7,1306.074,,15031.843,20380.457,4.27704,78537.405,3935.015,23472.81,,29132.284,49405.121,78537.405,9634.609,,-361.97,3933.794,0.4222,,,-106.772,2028.511,2135.283,3009.517,,,,,874.234,,,-2771.8050000000003,253.781,203.86300000000006,8150.870999999999,-11505.627,4463.999,1069.518,1106.9439999999997,-171.31699999999998,35.287,8251.479000000001,70.709,1144.53,3009.5170000000003,-767.395,-8733.822,0.0,2319.HK,HK,6738.626,,2951.922,,,45.415000000000006,3586.866,,25696.771,,10886.279,85.0,0.0,,19220.584,37485.766,31733.857,3586.866,,,-40.739,343.522,2665.995,,40.78,39172.617,11952.028,11433.890000000003,-518.179,,-133.671,,,3027.185,,,,,,,6476.187,5089.944,25072.732,,14099.885,,,,,,
2019-06-30,,9360.295,,357.902,,209.075,4334.109,2157.831,4743.728,11259.881,4982.121,,,18819.606,,-802.105,1887.904,1080.885,,13562.797,18327.581,5.1388,73758.61,3931.121,14143.813,,26693.2,47065.41,73758.61,4993.571,,-373.955,3913.968,0.57367,,,-83.706,2076.926,2160.632,2595.93,,,,,435.298,,,-2074.423,262.853,785.982,2463.421,-6024.106,1843.16,-1975.884,1058.928,-87.352,0.619,3206.015,53.726,-1716.906,2595.93,119.603,-3949.683,-708.968,2319.HK,HK,7022.891,,2893.816,,,44.583,4186.726,,19347.43,,6256.426,11994.651,0.0,,14616.086,41363.107,34992.739,4186.726,,,-30.307,292.131,2303.799,,199.474,39857.239,12903.44,13274.930000000004,202.323,,-176.518,,,2696.859,,,,,,,4731.344,3137.441,24278.51,,15578.729,,,,,,
2019-12-31,1028.173,1.846,,105.163,,684.836,2.119,419.163,4156.074,371.273,173.29,,,1941.014,,3.43,373.103,169.663,,7284.883,12678.902,11.06041,30693.071,1096.8497,5435.252,,12552.887,18140.184,30693.071,4278.54,,-18.847,1097.663,2.4212,,,-26.825,2560.123,2586.948,2889.756,,,,,302.808,,,-1947.2270000000003,119.20200000000001,72.81400000000001,-215.36599999999999,-2981.443,3503.1810000000005,-412.019,662.0500000000001,-126.227,-2.06,-24.273000000000025,-64.866,304.31199999999995,2889.7560000000003,336.812,-1034.216,0.0,2382.HK,HK,,,38.14,,,26.582,8358.303,,7650.796,,1118.572,55.956,1008.5720000000001,8504.516,5733.557,22445.97,12630.415,9366.875,,,-47.482,-127.351,3017.107,,-115.598,22273.786,540.887,1869.5639999999985,108.958,,-217.607,,,129.61,,,,,,,1917.239,5242.733,17387.115,,4886.671,1382.799,,,,,
2019-06-30,533.53,1.846,,105.163,,535.317,0.862,477.128,4091.169,487.934,163.871,,,1591.016,,,401.176,71.853,,6130.359,10081.133,8.67386,25488.13,1096.8497,5369.891,,9991.908,15496.222,25488.13,4214.879,,-13.116,1094.241,1.32011,,,-1.252,1431.175,1432.427,1660.584,,,,,228.157,,,-1164.975,120.329,113.551,-1225.992,-574.321,1158.441,-1200.584,555.879,-93.101,0.5,-404.491,-105.389,-641.372,1660.584,113.586,590.654,-623.011,2382.HK,HK,,,42.53,,,28.976,6911.759,,6154.942,,1112.482,43.079,564.71,6901.421,4542.015,18319.994,10180.979,7476.469,,,-99.649,-128.588,1789.172,,-55.687,15574.918,388.139,1074.8109999999997,15.47,,-183.118,,,134.856,,,,,,,1612.927,4510.648,12710.935,,2863.983,826.538,,,,,
